icao,iata,name,city,subd,country,elevation,lat,lon,tz,lid
ENHT,,Hattfjelldal Airport,Hattfjelldal,Nordland,NO,689,65.5947036743,13.9891996384,Europe/Oslo,
ENHV,HVG,Valan Airport,Honningsvag,Finnmark,NO,44,71.0096969604,25.9836006165,Europe/Oslo,
ENJB,,Jarlsberg Airfield,Tonsberg,Vestfold,NO,92,59.2999992371,10.3667001724,Europe/Oslo,
ENKA,QKX,Kautokeino Air Base,,Finnmark,NO,1165,69.0402984619,23.0340003967,Europe/Oslo,
ENKB,KSU,Kristiansund Airport Kvernberget,Kvernberget,More-og-Romsdal,NO,204,63.1118011475,7.8245201111,Europe/Oslo,
ENKJ,,Kjeller Airport,Kjeller,Akershus,NO,354,59.9692993164,11.0361003876,Europe/Oslo,
ENKL,GLL,Gol Airport,Klanten,Buskerud,NO,2720,60.7914009094,9.0505599976,Europe/Oslo,
ENKR,KKN,Kirkenes Airport Hoybuktmoen,Kirkenes,Finnmark,NO,283,69.7257995605,29.8913002014,Europe/Oslo,
ENLI,FAN,Lista Airport,Farsund,Vest-Agder,NO,29,58.0994987488,6.6260499954,Europe/Oslo,
ENLK,LKN,Leknes Airport,Leknes,Nordland,NO,78,68.1524963379,13.6093997955,Europe/Oslo,
ENLU,,Lunde Nome Airfield,Lunde Nome,Telemark,NO,190,59.2980995178,9.1327295303,Europe/Oslo,
ENMH,MEH,Mehamn Airport,Mehamn,Finnmark,NO,39,71.0297012329,27.8267002106,Europe/Oslo,
ENML,MOL,Molde Airport,Aro,More-og-Romsdal,NO,10,62.7447013855,7.2624998093,Europe/Oslo,
ENMS,MJF,Mosjoen Airport Kjaerstad,,Nordland,NO,237,65.783996582,13.2149000168,Europe/Oslo,
ENNA,LKL,Banak Airport,Lakselv,Finnmark,NO,25,70.0688018799,24.9734992981,Europe/Oslo,
ENNK,NVK,Narvik Framnes Airport,Narvik,Nordland,NO,95,68.4368972778,17.3866996765,Europe/Oslo,
ENNM,OSY,Namsos Hoknesora Airport,Namsos,Nord-Trondelag,NO,7,64.4721984863,11.5785999298,Europe/Oslo,
ENNO,NTB,Notodden Airport,,Telemark,NO,63,59.565700531,9.212220192,Europe/Oslo,
ENOL,OLA,Orland Airport,Orland,Sor-Trondelag,NO,28,63.6988983154,9.6040000916,Europe/Oslo,
ENOP,,Fagerhaug Airport,,Sor-Trondelag,NO,1830,62.6498985291,9.846739769,Europe/Oslo,
ENOV,HOV,Orsta-Volda Airport Hovden,Orsta,More-og-Romsdal,NO,243,62.1800003052,6.0741000175,Europe/Oslo,
ENRA,MQN,Mo i Rana Airport Rossvoll,Mo i Rana,Nordland,NO,229,66.363899231,14.3014001846,Europe/Oslo,
ENRG,,Rognan Airport,Saltdal,Nordland,NO,20,67.0982971191,15.4111003876,Europe/Oslo,
ENRI,,Ringebu Airfield Frya,Frya,Oppland,NO,571,61.5454406738,10.0615882874,Europe/Oslo,
ENRK,,Rakkestad Astorp Airport,,Ostfold,NO,381,59.3974990845,11.3468999863,Europe/Oslo,
ENRM,RVK,Rorvik Airport Ryum,Rorvik,Nord-Trondelag,NO,14,64.8383026123,11.1461000443,Europe/Oslo,
ENRO,RRS,Roros Airport,Roros,Sor-Trondelag,NO,2054,62.5783996582,11.342300415,Europe/Oslo,
ENRS,RET,Rost Airport,,Nordland,NO,7,67.5278015137,12.1033000946,Europe/Oslo,
ENRV,,Reinsvoll Airport,Reinsvoll,Oppland,NO,1381,60.6721992493,10.5675001144,Europe/Oslo,
ENRY,RYG,Moss Airport Rygge,Rygge,Ostfold,NO,174,59.3788986206,10.7855997086,Europe/Oslo,
ENSD,SDN,Sandane Airport Anda,Sandane,Sogn-og-Fjordane,NO,196,61.8300018311,6.1058301926,Europe/Oslo,
ENSG,SOG,Sogndal Airport,Sogndal,Sogn-og-Fjordane,NO,0,61.1561012268,7.1377801895,Europe/Oslo,
ENSH,SVJ,Svolvaer Helle Airport,Svolvaer,Nordland,NO,27,68.2433013916,14.6691999435,Europe/Oslo,
ENSI,,Ski Airfield,Ski,Akershus,NO,350,59.7063903809,10.8819446564,Europe/Oslo,
ENSK,SKN,Stokmarknes Skagen Airport,Hadsel,Nordland,NO,11,68.5788269043,15.033416748,Europe/Oslo,
ENSN,SKE,Skien Airport,Geiteryggen,Telemark,NO,463,59.1850013733,9.5669403076,Europe/Oslo,
ENSO,SRP,Stord Airport,Leirvik,Hordaland,NO,160,59.7919006348,5.3408498764,Europe/Oslo,
ENSR,SOJ,Sorkjosen Airport,Sorkjosen,Troms,NO,16,69.7867965698,20.959400177,Europe/Oslo,
ENSS,VAW,Vardo Airport Svartnes,Vardo,Finnmark,NO,42,70.3554000854,31.0449008942,Europe/Oslo,
ENST,SSJ,Sandnessjoen Airport Stokka,Alstahaug,Nordland,NO,56,65.9568023682,12.4688997269,Europe/Oslo,
ENSU,,Vinnu Airport,Sunndalsora,More-og-Romsdal,NO,249,62.6582984924,8.6649999619,Europe/Oslo,
ENTC,TOS,Tromso Airport,Tromso,Troms,NO,31,69.6832962036,18.9188995361,Europe/Oslo,
ENTO,TRF,Sandefjord Airport Torp,Torp,Vestfold,NO,286,59.1866989136,10.258600235,Europe/Oslo,
ENTS,,Trysil Saeterasen Airport,,Hedmark,NO,1900,61.2292785645,12.2664070129,Europe/Oslo,
ENTY,,Tynset Airport,Tynset,Hedmark,NO,1581,62.2569007874,10.6694002151,Europe/Oslo,
ENUL,,Os Vaksinen Ulve Airport,Ulven,Hordaland,NO,180,60.192199707,5.4225001335,Europe/Oslo,
ENVA,TRD,Trondheim Airport Vaernes,Trondheim,Nord-Trondelag,NO,56,63.4578018188,10.9239997864,Europe/Oslo,
ENVD,VDS,Vadso Airport,Vadso,Finnmark,NO,127,70.0652999878,29.8446998596,Europe/Oslo,
ENVE,,Valle Airfield Araksoyne,,Aust-Agder,NO,771,59.0317230225,7.5549030304,Europe/Oslo,
ENZV,SVG,Stavanger Airport Sola,Stavanger,Rogaland,NO,29,58.876701355,5.6377801895,Europe/Oslo,
EPAR,,Arłamów Airport,Bircza,Subcarpathian-Voivodeship,PL,426,49.6575012207,22.5142993927,Europe/Warsaw,
EPBA,,Bielsko Biała Airport,,Silesia,PL,1319,49.8050003052,19.0018997192,Europe/Warsaw,
EPBC,,Babice Airport,,Mazovia,PL,352,52.2685012817,20.9109992981,Europe/Warsaw,
EPBD,,Bydgoszcz-Biedaszkowo Airport,Bydgoszcz,Kujawsko-Pomorskie,PL,230,53.103099823,17.9556007385,Europe/Warsaw,
EPBK,QYY,Białystok-Krywlany Airport,Białystok,Podlasie,PL,502,53.101398468,23.1706008911,Europe/Warsaw,
EPBP,BXP,Biala Podlaska Airport,Biala Podlaska,Lublin,PL,495,52.0057983398,23.1436004639,Europe/Warsaw,
EPBS,,Borne Sulinowo Airport,Borne Sulinowo,West Pomerania,PL,469,53.5750007629,16.5242004395,Europe/Warsaw,
EPBY,BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Kujawsko-Pomorskie,PL,235,53.0968017578,17.9776992798,Europe/Warsaw,
EPCE,,Cewice Military Airport,Lebork,Pomerania,PL,495,54.4160003662,17.763299942,Europe/Warsaw,
EPDA,,Darlowek Naval Air Base,Darlowo,West Pomerania,PL,10,54.4047012329,16.353099823,Europe/Warsaw,
EPDE,,Deblin Military Air Base,Deblin,Lublin,PL,392,51.551399231,21.8936004639,Europe/Warsaw,
EPDR,,Ziemsko Airport,Drawsko Pomorskie,West Pomerania,PL,377,53.4777984619,15.730799675,Europe/Warsaw,
EPEK,,Ełk-Makosieje Airport,Giże,Warmia-Masuria,PL,416,53.8072222222,22.5408333333,Europe/Warsaw,
EPEL,,Elbląg Airport,Elbląg,Warmia-Masuria,PL,10,54.1408004761,19.4232997894,Europe/Warsaw,
EPGD,GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,Pomerania,PL,489,54.3776016235,18.4661998749,Europe/Warsaw,
EPGI,,Grudziądz-Lisie Kąty Airport ,Grudziądz,Kujawsko-Pomorskie,PL,121,53.5243988037,18.849199295,Europe/Warsaw,
EPGL,QLC,Gliwice Glider Airport,,Silesia,PL,830,50.2694015503,18.6728000641,Europe/Warsaw,
EPGM,,Giżycko-Mazury Residence,Giżycko,Warmia-Masuria,PL,410,54.00645,21.81824,Europe/Warsaw,
EPGO,,Goraszka Airport,Sulejowek,Mazovia,PL,361,52.1844406128,21.2811107635,Europe/Warsaw,
EPIN,,Inowrocław Glider Airport,Inowrocław,Kujawsko-Pomorskie,PL,279,52.8064002991,18.2858009338,Europe/Warsaw,
EPIR,,Inowrocław Military Air Base,Inowrocław,Kujawsko-Pomorskie,PL,259,52.8293991089,18.3306007385,Europe/Warsaw,
EPIW,,Iwonicz Airport,Krosno,Subcarpathian-Voivodeship,PL,971,49.6577987671,21.8174991608,Europe/Warsaw,
EPJA,,Jastarnia Airport,Jastarnia,Pomerania,PL,3,54.7102813721,18.645280838,Europe/Warsaw,
EPJG,,Jelenia Góra Glider Airport,Jelenia Góra,Lower-Silesia,PL,1119,50.8988990784,15.7855997086,Europe/Warsaw,
EPJS,,Jeżów Sudecki Airport,Jelenia Góra,Lower-Silesia,PL,1834,50.9283294678,15.7597198486,Europe/Warsaw,
EPKA,,Kielce-Masłów Airport,Kielce,Swietokrzyskie,PL,1010,50.8967018127,20.7317008972,Europe/Warsaw,
EPKB,,Kazimierz Biskup Airport,,Greater-Poland,PL,361,52.3199996948,18.1700000763,Europe/Warsaw,
EPKE,,Kętrzyn-Wilamowo Airport,Kętrzyn,Warmia-Masuria,PL,417,54.043598175,21.4321994781,Europe/Warsaw,
EPKK,KRK,John Paul II International Airport Kraków-Balice Airport,Kraków,Lesser-Poland-Voivodeship,PL,791,50.0777015686,19.7847995758,Europe/Warsaw,
EPKM,,Muchowiec Airport,,Silesia,PL,909,50.2380981445,19.0342006683,Europe/Warsaw,
EPKN,,Kamien Slaski Airport,,Opole-Voivodeship,PL,683,50.5292015076,18.0848999023,Europe/Warsaw,
EPKP,,Pobiednik Wielki Airport,Krakow,Lesser-Poland-Voivodeship,PL,650,50.0896987915,20.2017002106,Europe/Warsaw,
EPKR,,Krosno Airport,Krosno,Subcarpathian-Voivodeship,PL,922,49.681098938,21.7371997833,Europe/Warsaw,
EPKS,,Krzesiny Military Air Base,Poznań,Greater-Poland,PL,265,52.3316993713,16.9664001465,Europe/Warsaw,
EPKT,KTW,Katowice International Airport,Katowice,Silesia,PL,995,50.4743003845,19.0799999237,Europe/Warsaw,
EPKW,QEO,Bielsko-Bialo Kaniow Airfield,Czechowice-Dziedzice,Silesia,PL,1316,49.9399986267,19.0219993591,Europe/Warsaw,
EPKZ,OSZ,Koszalin Zegrze Airport,,West Pomerania,PL,249,54.0424995422,16.2656002045,Europe/Warsaw,
EPLB,LUZ,Lublin Airport,Lublin,Lublin,PL,633,51.240278,22.713611,Europe/Warsaw,
EPLE,,Legnica Airport,,Lower-Silesia,PL,407,51.182800293,16.1781997681,Europe/Warsaw,
EPLK,,Lask Military Air Base,,Kodz-Voivodeship,PL,633,51.551700592,19.1791000366,Europe/Warsaw,
EPLL,LCJ,Łódź Władysław Reymont Airport,Łódź,Kodz-Voivodeship,PL,604,51.7219009399,19.3980998993,Europe/Warsaw,
EPLN,,Lansk / Gryzliny Airport,Olsztynek,Warmia-Masuria,PL,538,53.6080589294,20.3444404602,Europe/Warsaw,
EPLR,QLU,Lublin Radwiec Airport,,Lublin,PL,791,51.2219009399,22.3946990967,Europe/Warsaw,
EPLS,,Leszno Strzyzewi Airport,Leszno,Greater-Poland,PL,312,51.8349990845,16.521900177,Europe/Warsaw,
EPLU,,Lubin Airport,,Lower-Silesia,PL,512,51.4230003357,16.1961994171,Europe/Warsaw,
EPLY,,Leczyca Military Air Base,Leczyca,Kodz-Voivodeship,PL,377,52.004699707,19.1455993652,Europe/Warsaw,
EPMB,,Malbork Military Air Base,Królewo Malborskie,Pomerania,PL,16,54.0269012451,19.1341991425,Europe/Warsaw,
EPMI,,Mirosławiec Military Air Base,Mirosławiec,West Pomerania,PL,459,53.3950996399,16.0827999115,Europe/Warsaw,
EPMJ,,Mikolajki Airport,Mikolajki,Warmia-Masuria,PL,423,53.8077812195,21.5558300018,Europe/Warsaw,
EPML,,Mielec Airport,,Subcarpathian-Voivodeship,PL,548,50.3222999573,21.4620990753,Europe/Warsaw,
EPMM,,Mińsk Mazowiecki Military Air Base,Mińsk,Mazovia,PL,604,52.1954994202,21.6558990479,Europe/Warsaw,
EPMO,WMI,Warsaw Modlin Airport,Warsaw,Mazovia,PL,341,52.4510993958,20.6518001556,Europe/Warsaw,
EPMR,,Miroslawice Private Airport,Sobotka,Lower-Silesia,PL,495,50.9578018188,16.7702999115,Europe/Warsaw,
EPNL,,Nowy Sącz-Łososina Dolna Airport ,Nowy Sącz,Lesser-Poland-Voivodeship,PL,830,49.7456016541,20.6236000061,Europe/Warsaw,
EPNM,,Nowe Miasto nad Pilica Airfield,Nowe Miasto nad Pilica,Mazovia,PL,512,51625,20.5349998474,Europe/Warsaw,
EPNT,QWS,Nowy Targ Airport,Nowy Targ,Lesser-Poland-Voivodeship,PL,2060,49.4627990723,20.0503005981,Europe/Warsaw,
EPOD,,Olsztyn Dajtki Airport,,Warmia-Masuria,PL,440,53.7731018066,20.4150009155,Europe/Warsaw,
EPOK,QYD,Oksywie Military Air Base,Gdynia,Pomerania,PL,144,54.57970047,18.51720047,Europe/Warsaw,
EPOM,,Ostrów Airport,Ostrów,Greater-Poland,PL,469,51.7010993958,17.8456001282,Europe/Warsaw,
EPOP,QPM,Opole-Polska Nowa Wies Airport,Opole,Opole-Voivodeship,PL,620,50.6333007812,17.7817001343,Europe/Warsaw,
EPPB,,Bednary Airfield,Pobiedziska,Greater-Poland,PL,341,52.5344009399,17.2187995911,Europe/Warsaw,
EPPC,,Pinczow Airport,Pinczow,Swietokrzyskie,PL,610,50.5182991028,20.5149993896,Europe/Warsaw,
EPPI,,Pila Airport,,Greater-Poland,PL,259,53.1699981689,16.7124996185,Europe/Warsaw,
EPPK,,Poznań-Kobylnica Airport,Poznań,Greater-Poland,PL,279,52.4338989258,17.0442008972,Europe/Warsaw,
EPPL,,Płock Airport,Płock,Mazovia,PL,331,52.5621986389,19.7213993073,Europe/Warsaw,
EPPO,POZ,Poznań-Ławica Airport,Poznań,Greater-Poland,PL,308,52.4210014343,16.8262996674,Europe/Warsaw,
EPPR,,Pruszcz Gdański Airport,Pruszcz Gdański,Pomerania,PL,21,54.2480010986,18.6716003418,Europe/Warsaw,
EPPT,,Piotrkow Trybunalski-Bujny Airport,Piotrkow Trybunalski,Kodz-Voivodeship,PL,673,51.3830986023,19.6882991791,Europe/Warsaw,
EPPW,,Powidz Military Air Base,,Greater-Poland,PL,371,52.3793983459,17.8539009094,Europe/Warsaw,
EPRA,,Radom Military Air Base,,Mazovia,PL,584,51.3891983032,21.213300705,Europe/Warsaw,
EPRG,,Rybnik-Gotarowice Glider Airport,Rybnik,Silesia,PL,840,50.0708007813,18.6282997131,Europe/Warsaw,
EPRJ,,Rzeszów Airport,Rzeszów,Subcarpathian-Voivodeship,PL,659,50.1053009033,22.0480995178,Europe/Warsaw,
EPRP,,Radom-Piastrow Glider Airport,Radom,Mazovia,PL,479,51.4789009094,21.1100006104,Europe/Warsaw,
EPRU,CZW,Częstochowa-Rudniki Airport,Częstochowa,Silesia,PL,860,50.8849983215,19.20470047,Europe/Warsaw,
EPRZ,RZE,Rzeszow-Jasionka Airport,Rzeszow,Subcarpathian-Voivodeship,PL,675,50.1100006104,22.0189990997,Europe/Warsaw,
EPSC,SZZ,Szczecin-Goleniow Solidarność Airport,Goleniow,West Pomerania,PL,154,53.5847015381,14.9021997452,Europe/Warsaw,
EPSD,,Szczecin-Dąbie Airport,Szczecin,West Pomerania,PL,3,53.3921012878,14.6337995529,Europe/Warsaw,
EPSN,,Swidwin Military Air Base,,West Pomerania,PL,385,53.790599823,15.8262996674,Europe/Warsaw,
EPSO,,Sochaczew Airport,,Mazovia,PL,259,52.198600769,20.2928009033,Europe/Warsaw,
EPSR,,Słupsk-Krępa Airport,Słupsk,Pomerania,PL,249,54.4082984924,17.0956001282,Europe/Warsaw,
EPST,,Stalowa Wola-Turbia Airport,Stalowa Wola,Subcarpathian-Voivodeship,PL,489,50.6274986267,21.9983005524,Europe/Warsaw,
EPSU,ZWK,Suwałki Airport,Suwałki,Podlasie,PL,581,54.0727996826,22.8992004395,Europe/Warsaw,
EPSW,,Swidnik Lotnisko Airport,Swidnik,Lublin,PL,659,51.2318992615,22.6902999878,Europe/Warsaw,
EPSY,,Olsztyn-Mazury Airport,Szymany,Warmia-Mazury,PL,464,53.481944,20.937778,Europe/Warsaw,
EPTM,,Tomaszów Mazowiecki Military Air Base,Tomaszów Mazowiecki,Kodz-Voivodeship,PL,571,51.584400177,20.0977993011,Europe/Warsaw,
EPTO,,Toruń Airport,Toruń,Kujawsko-Pomorskie,PL,164,53.0292015076,18.5459003448,Europe/Warsaw,
EPWA,WAW,Warsaw Chopin Airport,Warsaw,Mazovia,PL,362,52.1656990051,20.9671001434,Europe/Warsaw,
EPWC,,Swiebodzice Airfield,Swiebodzice,Lower-Silesia,PL,876,50.8829994202,16.3199996948,Europe/Warsaw,
EPWK,,Włocławek-Kruszyn Airport,Wloclawek,Kujawsko-Pomorskie,PL,220,52.5847015381,19.0156002045,Europe/Warsaw,
EPWR,WRO,Copernicus Wrocław Airport,Wrocław,Lower-Silesia,PL,404,51.1026992798,16.885799408,Europe/Warsaw,
EPWS,,Wrocław-Szymanow Airport,Wrocław,Lower-Silesia,PL,390,51.2061004639,16.9986000061,Europe/Warsaw,
EPWT,,Watorowo Airport,Watorowo,Kuyavian-Pomerania,PL,299,53.2985675,18.4141873528,Europe/Warsaw,
EPZA,,Zamość-Mokre Airport,Zamość,Lublin,PL,751,50.7016983032,23.2043991089,Europe/Warsaw,
EPZG,IEG,Zielona Góra-Babimost Airport,Babimost,Lubusz,PL,194,52.1385002136,15.7986001968,Europe/Warsaw,
EPZN,,Tomaszowo Airport,Zagan,Lubusz,PL,459,51.6274986267,15.4083003998,Europe/Warsaw,
EPZP,,Zielona Góra-Przylep Airport,Zielona Góra,Lubusz,PL,249,51.9789009094,15.4638996124,Europe/Warsaw,
EPZR,,Żar Airport,Międzybrodzie Żywieckie,Silesia,PL,1260,49.7710990906,19.2180995941,Europe/Warsaw,
ESCF,,Malmen Air Base,Linkoping,Oestergotland,SE,308,58.4023017883,15.5256996155,Europe/Stockholm,
ESCM,,Uppsala Airport,,Uppsala,SE,68,59.8973007202,17.5886001587,Europe/Stockholm,
ESDF,RNB,Ronneby Airport,,Blekinge,SE,191,56.2667007446,15.2650003433,Europe/Stockholm,
ESFA,XWP,Hassleholm Bokeberg Airport,Hassleholm,Skane,SE,105,56.1344069918,13.8756465912,Europe/Stockholm,
ESFH,,Hasslosa Air Base,Hasslosa,Vaestra-Gotaland,SE,0,58.4096984863,13.2630996704,Europe/Stockholm,
ESFM,,Moholm Air Base,Moholm,Vaestra-Gotaland,SE,0,58.5974998474,14.1108999252,Europe/Stockholm,
ESFQ,,Kosta Air Base,Kosta,Kronoberg,SE,0,56.8445014954,15.4527997971,Europe/Stockholm,
ESFR,,Rada Air Base,Rada,Vaestra-Gotaland,SE,230,58.4981002808,13.0531997681,Europe/Stockholm,
ESFS,,Sandvik Airport,Sandvik,Kalmar,SE,0,57.0680999756,16.8612995148,Europe/Stockholm,
ESGA,,Backamo Airport,Uddevalla,Vaestra-Gotaland,SE,0,58.1772003174,11.9735002518,Europe/Stockholm,
ESGC,,Alleberg Airport,Alleberg,Vaestra-Gotaland,SE,0,58.1344985962,13.6026000977,Europe/Stockholm,
ESGD,,Bammelshed Airport,Tidaholm,Vaestra-Gotaland,SE,0,58.1917991638,13.9956998825,Europe/Stockholm,
ESGE,,Viared Airport,Boras,Vaestra-Gotaland,SE,0,57.6955986023,12.8428001404,Europe/Stockholm,
ESGF,,Morup Airport,Falkenberg,Halland,SE,0,56.9712982178,12.3891000748,Europe/Stockholm,
ESGG,GOT,Gothenburg-Landvetter Airport,Gothenburg,Vaestra-Gotaland,SE,506,57.6627998352,12.279800415,Europe/Stockholm,
ESGH,,Herrljunga Airport,Herrljunga,Vaestra-Gotaland,SE,0,58.0293006897,13.1082000732,Europe/Stockholm,
ESGI,,Alingsas Airport,Alingsas,Vaestra-Gotaland,SE,0,57.949798584,12.5780000687,Europe/Stockholm,
ESGJ,JKG,Jonkoping Airport,Jonkoping,Jonkoping,SE,741,57.757598877,14.0686998367,Europe/Stockholm,
ESGK,,Falkoping Airport,Falkoping,Vaestra-Gotaland,SE,785,58.1697998047,13.5878000259,Europe/Stockholm,
ESGL,LDK,Lidkoping-Hovby Airport,Lidkoping,Vaestra-Gotaland,SE,200,58.4654998779,13.1744003296,Europe/Stockholm,
ESGM,,Oresten Airport,Oresten,Vaestra-Gotaland,SE,0,57.4453010559,12.6490001678,Europe/Stockholm,
ESGN,,Brannebrona Airport,Gotene,Vaestra-Gotaland,SE,259,58.5786018372,13.6106004715,Europe/Stockholm,
ESGO,,Vargarda Airport,Vargarda,Vaestra-Gotaland,SE,328,58.0393981934,12.7889003754,Europe/Stockholm,
ESGP,GSE,Gothenburg City Airport,Gothenburg,Vaestra-Gotaland,SE,59,57.7747001648,11.8704004288,Europe/Stockholm,
ESGR,KVB,Skovde Airport,Skovde,Vaestra-Gotaland,SE,324,58.456401825,13.972700119,Europe/Stockholm,
ESGS,,Nasinge Airport,Stromstad,Vaestra-Gotaland,SE,115,59.0167999268,11.3437004089,Europe/Stockholm,
ESGT,THN,Trollhattan-Vanersborg Airport,Trollhattan,Vaestra-Gotaland,SE,137,58.3180999756,12.345000267,Europe/Stockholm,
ESGU,,Rorkarr Airport,Uddevalla,Vaestra-Gotaland,SE,0,58.3675994873,11.7754001617,Europe/Stockholm,
ESGV,,Varberg Getteron airfield,Varberg,Halland,SE,5,57.1245994568,12.2283000946,Europe/Stockholm,
ESGY,,Saffle Airport,Saffle,Vaermland,SE,0,59.0912017822,12.9586000443,Europe/Stockholm,
ESIA,,Karlsborg Air Base,Karlsborg,Vaestra-Gotaland,SE,308,58.5138015747,14.5071001053,Europe/Stockholm,
ESIB,,Satenas Air Base,Satenas,Vaestra-Gotaland,SE,181,58.426399231,12.7144002914,Europe/Stockholm,
ESKA,,Gimo Air Base,Gimo,Uppsala,SE,0,60.1328010559,18.1049003601,Europe/Stockholm,
ESKC,,Sundbro Airport,,Uppsala,SE,0,59.9226989746,17.5368003845,Europe/Stockholm,
ESKD,,Dala Jarna Airport,Dala Jarna,Dalarna,SE,0,60.556098938,14.3770999908,Europe/Stockholm,
ESKG,,Gryttjom Airport,Gryttjom,Uppsala,SE,0,60.2869987488,17.4216995239,Europe/Stockholm,
ESKH,,Eksharad Airport,Eksharad,Vaermland,SE,0,60.154800415,13.5285997391,Europe/Stockholm,
ESKK,KSK,Karlskoga Airport,,Oerebro,SE,400,59.3459014893,14.4959001541,Europe/Stockholm,
ESKM,MXX,Mora Airport,,Dalarna,SE,634,60.957901001,14.5114002228,Europe/Stockholm,
ESKN,NYO,Stockholm Skavsta Airport,Stockholm / Nykoping,Sodermanland,SE,140,58.7886009216,16.9122009277,Europe/Stockholm,
ESKO,,Munkfors Airport,Munkfors,Vaermland,SE,0,59.7988014221,13.4906997681,Europe/Stockholm,
ESKT,,Tierp Air Base,Tierp,Uppsala,SE,0,60.3450012207,17.4218997955,Europe/Stockholm,
ESKU,,Sunne Airport,,Vaermland,SE,0,59.8601989746,13.1128997803,Europe/Stockholm,
ESKV,,Arvika Airport,,Vaermland,SE,237,59.6758995056,12.6393995285,Europe/Stockholm,
ESKX,,Bjorkvik Air Base,Bjorkvik,Sodermanland,SE,0,58.7907981873,16.5711994171,Europe/Stockholm,
ESMA,,Emmaboda Airport,Emmaboda,Kalmar,SE,442,56.6108016968,15.6048002243,Europe/Stockholm,
ESMB,,Borglanda Airport,Borglanda,Kalmar,SE,118,56.8629989624,16.6560993195,Europe/Stockholm,
ESMC,,Ranneslatt Airport,Eksjo,Jonkoping,SE,720,57.6706008911,14.9429998398,Europe/Stockholm,
ESME,,Eslov Airport,Eslov,Skane,SE,296,55.8483009338,13.3283004761,Europe/Stockholm,
ESMF,,Fagerhult Airport,Fagerhult,Skane,SE,378,56.3879013062,13.4706001282,Europe/Stockholm,
ESMG,,Feringe Airport,Ljungby,Kronoberg,SE,538,56.9502983093,13.9216995239,Europe/Stockholm,
ESMH,,Hoganas Airport,Hoganas,Skane,SE,21,56.1847991943,12.5761003494,Europe/Stockholm,
ESMI,,Sjobo/Sovde Airport,Sovdeborg,Skane,SE,118,55.5982017517,13.6746997833,Europe/Stockholm,
ESMJ,,Kagerod Airport,Kagerod,Skane,SE,276,55.9947013855,13.0509004593,Europe/Stockholm,
ESMK,KID,Kristianstad Airport,Kristianstad,Skane,SE,76,55.9216995239,14.0854997635,Europe/Stockholm,
ESML,,Landskrona Airport,Landskrona,Skane,SE,194,55.9459991455,12.8699998856,Europe/Stockholm,
ESMO,OSK,Oskarshamn Airport,,Kalmar,SE,96,57.3504981995,16.4979991913,Europe/Stockholm,
ESMP,,Anderstorp Airport,Anderstorp,Jonkoping,SE,507,57.2641983032,13.5993995667,Europe/Stockholm,
ESMQ,KLR,Kalmar Airport,,Kalmar,SE,17,56.6855010986,16.2875995636,Europe/Stockholm,
ESMS,MMX,Malmo Sturup Airport,Malmo,Skane,SE,236,55.536305364,13.3761978149,Europe/Stockholm,
ESMT,HAD,Halmstad Airport,Halmstad,Halland,SE,101,56.6911010742,12.8201999664,Europe/Stockholm,
ESMU,,Mockeln Airport,Almhult,Kronoberg,SE,480,56.5707015991,14.1665000916,Europe/Stockholm,
ESMV,,Hagshult Airport,,Jonkoping,SE,556,57.2921981812,14.1372003555,Europe/Stockholm,
ESMX,VXO,Vaxjo Kronoberg Airport,Vaxjo,Kronoberg,SE,610,56.9291000366,14.7279996872,Europe/Stockholm,
ESMY,,Smalandsstenar Smalanda Airport,Smalandsstenar,Jonkoping,SE,540,57.168598175,13.440199852,Europe/Stockholm,
ESMZ,,Olanda Airport,Olanda,Kalmar,SE,27,57.3282356084,17.0505237579,Europe/Stockholm,
ESNA,,Hallviken Airport,,Jaemtland,SE,1119,63.7383003235,15.4582996368,Europe/Stockholm,
ESNB,,Solleftea Airport,Solleftea,Vaesternorrland,SE,0,63.1711997986,16.985200882,Europe/Stockholm,
ESNC,,Hedlanda Airport,Hede,Jaemtland,SE,1460,62.4089012146,13.7472000122,Europe/Stockholm,
ESND,EVG,Sveg Airport,,Jaemtland,SE,1178,62.0477981567,14.4229001999,Europe/Stockholm,
ESNE,,Overkalix Airport,Overkalix,Norrbotten,SE,0,66.5287017822,22.3500003815,Europe/Stockholm,
ESNF,,Farila Air Base,Farila,Gaevleborg,SE,0,61.8979988098,15.7053003311,Europe/Stockholm,
ESNG,GEV,Gallivare Airport,Gallivare,Norrbotten,SE,1027,67.1324005127,20.8145999908,Europe/Stockholm,
ESNI,,Kubbe Air Base,Kubbe,Vaesternorrland,SE,0,63.6324996948,17.936000824,Europe/Stockholm,
ESNJ,,Jokkmokk Airport,,Norrbotten,SE,904,66.4962005615,20.1471996307,Europe/Stockholm,
